recordtime,A3outsiders_windiv,jockeychallenge_combo_div,winoddsrank,dbltrio3_combo_div,railtype_s,racesurface_s,owner,dbl2_combo_div,raceclass,newclass_s,dbltrio2_combo_div,jockey_id,trio_combo_div,horse_id,horsenumber,racecoursecode,race_id,theresults,dbl5_combo_div,racepace,dbl4_combo_div,win_combo_div,tce_combo_div,racegoing_s,market_prob,recordtimeperlength,dbl9_combo_div,favpos,dbl3_combo_div,horsereport,A1topfavs_windiv,trainercode,dbl8_combo_div,dbltrio1_combo_div,winodds,race_total_prob,qn_combo_div,finishtime,horsecode,winningtrainercode,runnerslist,metaspeedrank,place_combo_div,runningpositions,racedate,racesurface,jockeycode,marginsbehindleader,racegoing,dbl10_combo_div,winoddsranks,winningjockeycode,sec_timelist,racenumber,dbl6_combo_div,qtt_combo_div,dbl1_combo_div,sixup_combo_div,tripletrio_combo_div,norunners,dbl7_combo_div,qnp_combo_div,tripletriocons_combo_div,racetrainers,f4_combo_div,A2midpricers_windiv,racerating_s,raceday_id,racedistance,stdtime,favodds,place,winningsecs,horsespeedrating
81.4,,,10,,,,,,Class 4,,,,"1,4,8,651.00",,6,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"Near the 150 Metres, AMAZING ALWAYS was momentarily crowded for room between HAPPY JOURNEY and SAFARI MAGIC, both of which shifted marginal groundFor the majority of the race, SAFARI MAGIC travelled wide and without coverWhilst the Stewards were satisfied that the riding of Y T Cheng (SAFARI MAGIC), 6th placegetter, over the concluding stages did not affect the horse's finishing position, he was nonetheless reminded of his obligation to ride his mounts out at least hands and heels all the way to the end of the race where circumstances permit",,,,,33.0,0.0,"4,8,71.50",82.93,N166,MA,,,"8,16.00","7,9,7,6",20160117,TURF ,CYT,"[2.5, 6.25, 4.25, 4.25, None, None]",G,,,DSS,"[13.94, 22.14, 23.07, 23.78, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,6,"[13.54, 21.54, 23.39, 23.79]",982.0
81.4,,,12,,,,,,Class 4,,,,"1,4,8,651.00",,7,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"K C Leung (MASSIVE POWER) pleaded guilty to a charge of careless riding [Rule 100(1)] in that near the 950 Metres he permitted his mount to shift in when not clear of AMAZING ALWAYS, causing that horse to be severely checked when crowded onto INNOVATIVE WINNER which was also severely hamperedOver the concluding stages, DANEWIN EXPRESS was awkwardly placed between MASSIVE POWER and IMPERIAL SEAL and consequently was not able to be ridden out all the way to the end of the race",,,,,42.0,0.0,"4,8,71.50",82.94,T339,MA,,,"8,16.00","4,6,5,7",20160117,TURF ,LDE,"[1.5, 4.25, 2.5, 4.25, None, None]",G,,,DSS,"[13.78, 21.98, 23.11, 24.07, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,7,"[13.54, 21.54, 23.39, 23.79]",981.0
81.4,,,14,,,,,,Class 4,,,,"1,4,8,651.00",,8,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"After the 1300 Metres, IMPERIAL SEAL commenced to prove difficult to settle and was restrained away from the heels of BORN TO WINPassing the 350 Metres, IMPERIAL SEAL was bumped and taken out by RIGHT CALL (J Moreira) which shifted out into clear runningPassing the 100 Metres, VICTOR EMPEROR was shifted to the inside of BORN TO WIN to obtain clear running after being steadied when disappointed for running between BORN TO WIN and IMPERIAL SEAL which shifted inOver the concluding stages, DANEWIN EXPRESS was awkwardly placed between MASSIVE POWER and IMPERIAL SEAL and consequently was not able to be ridden out all the way to the end of the race",,,,,99.0,0.0,"4,8,71.50",82.94,T223,MA,,,"8,16.00","5,4,4,8",20160117,TURF ,CAN,"[2.0, 2.5, 1.75, 4.25, None, None]",G,,,DSS,"[13.86, 21.62, 23.27, 24.19, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,8,"[13.54, 21.54, 23.39, 23.79]",981.0
81.4,,,5,,,,,,Class 4,,,,"1,4,8,651.00",,9,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"From wide barriers, VICTOR EMPEROR and ROYALE ELEGANCE were shifted across behind runners in the early stagesApproaching the 1000 Metres, ROYALE ELEGANCE was awkwardly placed close to the heels of UNIQUE AWESOMEHe said on jumping DANEWIN EXPRESS got its head up on a number of occasions and began awkwardly before bumping with ROYALE ELEGANCE which shifted in",,,,,13.0,0.0,"4,8,71.50",83.01,S098,MA,,,"8,16.00","13,14,14,9",20160117,TURF ,WD,"[7.0, 11.25, 8.75, 4.75, None, None]",G,,,DSS,"[14.66, 22.22, 22.99, 23.14, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,9,"[13.54, 21.54, 23.39, 23.79]",981.0
81.4,,,6,,,,,,Class 4,,,,"1,4,8,651.00",,10,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"Approaching the 1000 Metres, ROYALE ELEGANCE was awkwardly placed close to the heels of UNIQUE AWESOME",,,,,21.0,0.0,"4,8,71.50",83.03,T088,MA,,,"8,16.00","12,12,12,10",20160117,TURF ,LHW,"[6.0, 9.75, 7.75, 4.75, None, None]",G,,,DSS,"[14.5, 22.14, 23.07, 23.32, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,10,"[13.54, 21.54, 23.39, 23.79]",980.0
81.4,,,8,,,,,,Class 4,,,,"1,4,8,651.00",,11,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"K C Leung (MASSIVE POWER) pleaded guilty to a charge of careless riding [Rule 100(1)] in that near the 950 Metres he permitted his mount to shift in when not clear of AMAZING ALWAYS, causing that horse to be severely checked when crowded onto INNOVATIVE WINNER which was also severely hamperedNear the 150 Metres, AMAZING ALWAYS was momentarily crowded for room between HAPPY JOURNEY and SAFARI MAGIC, both of which shifted marginal ground",,,,,24.0,0.0,"4,8,71.50",83.09,N432,MA,,,"8,16.00","9,8,9,11",20160117,TURF ,TEK,"[4.0, 6.25, 5.75, 5.25, None, None]",G,,,DSS,"[14.18, 21.9, 23.31, 23.7, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,11,"[13.54, 21.54, 23.39, 23.79]",980.0
81.4,,,7,,,,,,Class 4,,,,"1,4,8,651.00",,12,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"Over the concluding stages, DANEWIN EXPRESS was awkwardly placed between MASSIVE POWER and IMPERIAL SEAL and consequently was not able to be ridden out all the way to the end of the raceC Y Ho stated that he had been instructed to ride DANEWIN EXPRESS positively in the early stages on the proviso that the horse began wellHe said on jumping DANEWIN EXPRESS got its head up on a number of occasions and began awkwardly before bumping with ROYALE ELEGANCE which shifted inHe said because of these factors he shifted DANEWIN EXPRESS across behind runners in the early stages",,,,,22.0,0.0,"4,8,71.50",83.11,S234,MA,,,"8,16.00","14,13,13,12",20160117,TURF ,HCY,"[7.25, 10.5, 8.0, 5.25, None, None]",G,,,DSS,"[14.7, 22.06, 22.99, 23.36, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,12,"[13.54, 21.54, 23.39, 23.79]",979.0
81.4,,,3,,,,,,Class 4,,,,"1,4,8,651.00",,13,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"LONDON CITY began awkwardlyWhen questioned regarding the disappointing performance of LONDON CITY, Apprentice H N Wong stated that when he attempted to steady LONDON CITY after obtaining the lead near the 1000 Metres, LONDON CITY commenced to make an abnormal breathing noiseHe said LONDON CITY continued to make an audible noise which worsened when he was steadying the horse following the raceHe said when he had ridden LONDON CITY previously in its races and its track work, he was not aware of the horse making a similar noiseHe said when placed under pressure in the Straight, LONDON CITY did not respond to his riding and weakenedA veterinary inspection of LONDON CITY immediately following the race did not show any significant findingsBefore being allowed to race again, LONDON CITY will be subjected to an official veterinary examination",,,,,7.1,0.0,"4,8,71.50",83.69,T080,MA,,,"8,16.00","1,1,1,13",20160117,TURF ,WJH,"[0.75, 1.0, 0.3, 9.0, None, None]",G,,,DSS,"[13.54, 21.54, 23.39, 25.22, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,13,"[13.54, 21.54, 23.39, 23.79]",973.0
81.4,,,14,,,,,,Class 4,,,,"1,4,8,651.00",,14,ST,,1-2-3-4,"10/8,170.00",-0.24,,"8,39.00","8,4,1,3,061.00",,,0.01772194285714286,,2,,"INNOVATIVE WINNER lost its right front plate near the 1200 MetresK C Leung (MASSIVE POWER) pleaded guilty to a charge of careless riding [Rule 100(1)] in that near the 950 Metres he permitted his mount to shift in when not clear of AMAZING ALWAYS, causing that horse to be severely checked when crowded onto INNOVATIVE WINNER which was also severely hampered",,,,,99.0,0.0,"4,8,71.50",84.39,T060,MA,,,"8,16.00","8,7,8,14",20160117,TURF ,YML,"[3.75, 5.75, 4.5, 13.25, None, None]",G,,,DSS,"[14.14, 21.86, 23.19, 25.2, None, None]",6,,"8,4,1,12,32,896.00",,,"1,2>5,10/2,6,10/1,4,8,3,826,375.00",,,"4,8,29.50","1,2>5,10/2,6,10/Any combination,11,942.00","Counter({u'LAL': 1, u'CAS': 1, u'MA': 1, u'GR': 1, u'FC': 1, u'MKL': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'WS': 1, u'HL': 1, u'FD': 1, u'SA': 1, u'TYS': 1})","1,4,8,12,2,362.00",,,,1400,82.5,2.8,14,"[13.54, 21.54, 23.39, 23.79]",965.0
67.4,,,7,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,1,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"SEA RUBY lost its left front plate during the running of the raceHIT THE BID, SEA RUBY and FIGHT HERO were sent for sampling",[127.5],,,,12.0,0.0,"1,5,714.00",69.28,S238,JM,,,"5,32.50","1,1,1",20160117,ALL WEATHER TRACK,WJH,"[0.75, 0.75, 0.75, None, None, None]",WS,,,WJH,"[23.31, 22.46, 23.51, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,1,"[23.31, 22.46, 23.51]",973.0
67.4,,,8,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,2,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"HIT THE BID, SEA RUBY and FIGHT HERO were sent for sampling",[127.5],,,,14.0,0.0,"1,5,714.00",69.42,T186,JM,,,"5,32.50","3,2,2",20160117,ALL WEATHER TRACK,YML,"[0.75, 0.75, 0.75, None, None, None]",WS,,,WJH,"[23.43, 22.46, 23.53, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,2,"[23.31, 22.46, 23.51]",971.0
67.4,,,2,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,3,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"16 by order of the Stewards acting on veterinary advice (lame left fore foot) and was replaced by Standby Declared Starter HIT THE BID (J Moreira)Approaching the 1000 Metres, HIDDEN VALUE momentarily raced in restricted room between HIT THE BID and MULTIMAX which shifted out marginallyHIT THE BID, SEA RUBY and FIGHT HERO were sent for sampling",[127.5],,,,2.5,0.0,"1,5,714.00",69.58,P214,JM,,,"5,32.50","5,3,3",20160117,ALL WEATHER TRACK,MOJ,"[2.0, 1.5, 1.75, None, None, None]",WS,,,WJH,"[23.63, 22.38, 23.57, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,3,"[23.31, 22.46, 23.51]",969.0
67.4,,,10,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,4,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"Passing the 200 Metres, TANGO FIRE raced in restricted room between HIDDEN VALUE and ARCHIPPUS which shifted out under pressurePassing the 100 Metres, ARCHIPPUS shifted out and bumped TANGO FIREClose to the finishing line, DR RACE was awkwardly placed close to the heels of TANGO FIRE",[127.5],,,,21.0,0.0,"1,5,714.00",69.77,S081,JM,,,"5,32.50","12,12,4",20160117,ALL WEATHER TRACK,PB,"[6.0, 5.0, 3.0, None, None, None]",WS,,,WJH,"[24.27, 22.3, 23.2, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,4,"[23.31, 22.46, 23.51]",966.0
67.4,,,3,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,5,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"Making the first turn, ARCHIPPUS was crowded for room inside HIDDEN VALUE which got its head on the side and lay in when awkwardly placed close to the heels of HASTA LA VISTAAfter the 600 Metres, ARCHIPPUS, which was proving difficult to settle, was awkwardly placed close to the heels of MULTIMAXThen near the 500 Metre, ARCHIPPUS was steadied away from the heels of MULTIMAXPassing the 200 Metres, TANGO FIRE raced in restricted room between HIDDEN VALUE and ARCHIPPUS which shifted out under pressurePassing the 100 Metres, ARCHIPPUS shifted out and bumped TANGO FIRE",[127.5],,,,6.1,0.0,"1,5,714.00",69.88,P361,JM,,,"5,32.50","8,8,5",20160117,ALL WEATHER TRACK,RN,"[2.5, 3.25, 3.75, None, None, None]",WS,,,WJH,"[23.71, 22.58, 23.59, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,5,"[23.31, 22.46, 23.51]",965.0
67.4,,,11,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,6,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"DR RACE and SALSA BROTHERS were steadied in the early stages and shifted across behind runnersNear the 450 Metres, SALSA BROTHERS shifted out and bumped DR RACEClose to the finishing line, DR RACE was awkwardly placed close to the heels of TANGO FIREAlso after the race, R Fourie (DR RACE) stated that in the early stages his mount was reluctant to stretch out due to the kickbackHe said because of this DR RACE got its head on the side and shifted out making the first turn and consequently raced wideHe said as DR RACE had cover in the middle stages, he attempted to balance the horse up in the early part of the Straight and hold it for a final sprint so that it would be able to finish off the race as best as it couldHe added however that, despite being placed under pressure after the 300 Metres, DR RACE finished off the race only one-paced",[127.5],,,,24.0,0.0,"1,5,714.00",69.97,T284,JM,,,"5,32.50","10,9,6",20160117,ALL WEATHER TRACK,FRA,"[5.75, 3.75, 4.25, None, None, None]",WS,,,WJH,"[24.23, 22.14, 23.6, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,6,"[23.31, 22.46, 23.51]",963.0
67.4,,,12,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,7,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"HASTA LA VISTA shifted out at the start and hampered SALSA BROTHERSDR RACE and SALSA BROTHERS were steadied in the early stages and shifted across behind runnersNear the 450 Metres, SALSA BROTHERS shifted out and bumped DR RACE",[127.5],,,,89.0,0.0,"1,5,714.00",70.12,V022,JM,,,"5,32.50","9,10,7",20160117,ALL WEATHER TRACK,TEK,"[4.25, 4.25, 5.25, None, None, None]",WS,,,WJH,"[23.99, 22.46, 23.67, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,7,"[23.31, 22.46, 23.51]",961.0
67.4,,,5,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,8,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,GIANT STARS began only fairly,[127.5],,,,8.4,0.0,"1,5,714.00",70.33,T218,JM,,,"5,32.50","11,11,8",20160117,ALL WEATHER TRACK,HCY,"[6.0, 4.25, 6.5, None, None, None]",WS,,,WJH,"[24.27, 22.18, 23.88, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,8,"[23.31, 22.46, 23.51]",958.0
67.4,,,6,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,9,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"Approaching the 1000 Metres, HIDDEN VALUE momentarily raced in restricted room between HIT THE BID and MULTIMAX which shifted out marginallyMaking the first turn, ARCHIPPUS was crowded for room inside HIDDEN VALUE which got its head on the side and lay in when awkwardly placed close to the heels of HASTA LA VISTAPassing the 200 Metres, TANGO FIRE raced in restricted room between HIDDEN VALUE and ARCHIPPUS which shifted out under pressureA veterinary inspection of HIDDEN VALUE immediately following the race including an endoscopic examination showed a substantial amount of mucopus in the horse��s trachea",[127.5],,,,9.9,0.0,"1,5,714.00",70.48,S126,JM,,,"5,32.50","7,6,9",20160117,ALL WEATHER TRACK,CAN,"[2.25, 2.75, 7.5, None, None, None]",WS,,,WJH,"[23.67, 22.54, 24.27, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,9,"[23.31, 22.46, 23.51]",956.0
67.4,,,9,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,10,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"Approaching the 1000 Metres, HIDDEN VALUE momentarily raced in restricted room between HIT THE BID and MULTIMAX which shifted out marginallyAfter the 600 Metres, ARCHIPPUS, which was proving difficult to settle, was awkwardly placed close to the heels of MULTIMAXThen near the 500 Metre, ARCHIPPUS was steadied away from the heels of MULTIMAX",[127.5],,,,16.0,0.0,"1,5,714.00",70.48,T129,JM,,,"5,32.50","2,4,10",20160117,ALL WEATHER TRACK,NGA,"[0.75, 1.75, 7.5, None, None, None]",WS,,,WJH,"[23.43, 22.62, 24.43, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,10,"[23.31, 22.46, 23.51]",956.0
67.4,,,13,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,11,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"For the majority of the race, SECRET AGENT travelled wide and without cover",[127.5],,,,99.0,0.0,"1,5,714.00",70.64,P388,JM,,,"5,32.50","6,5,11",20160117,ALL WEATHER TRACK,LHW,"[2.0, 2.75, 8.5, None, None, None]",WS,,,WJH,"[23.63, 22.58, 24.43, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,11,"[23.31, 22.46, 23.51]",954.0
67.4,,,5,,,,,,Class 3,,"1,4,8/1,3,5,59,264.00",,"1,3,5,765.00",,12,ST,,1-2-3-4,,0.63,,"5,127.50","5,1,3,6,917.00",,,0.017119600000000002,,7,,"HASTA LA VISTA shifted out at the start and hampered SALSA BROTHERSMaking the first turn, ARCHIPPUS was crowded for room inside HIDDEN VALUE which got its head on the side and lay in when awkwardly placed close to the heels of HASTA LA VISTAAfter the race, D Whyte stated that HASTA LA VISTA did not appreciate racing on the All Weather Track for the first time today particularly under the ��Wet Slow�� conditionsA veterinary inspection of HASTA LA VISTA immediately following the race did not show any significant findings",[127.5],,,,8.4,0.0,"1,5,714.00",71.1,T350,JM,,,"5,32.50","4,7,12",20160117,ALL WEATHER TRACK,WD,"[1.25, 3.0, 11.25, None, None, None]",WS,,,WJH,"[23.51, 22.74, 24.85, None, None, None]",7,"8/5,581.50","5,1,3,7,94,593.00",,,,,,"1,5,233.50",,"Counter({u'MA': 1, u'CAS': 1, u'OSP': 1, u'MKL': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'FC': 1, u'FD': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","1,3,5,7,2,772.00",,,,1200,68.65,,12,"[23.31, 22.46, 23.51]",948.0
